id,layer,templateId,tags,question,optionA,optionB,optionC,optionD,axes,sensitivity
"L1-L1-04-076-c0aee133","L1","L1-04","作息","我「加班很晚回家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-077-b50f3975","L1","L1-04","作息","如果只能选一个更贴近的：我「加班很晚回家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-080-e483cd2e","L1","L1-04","作息","我「独处一整天后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-083-808609aa","L1","L1-04","作息","在我们家沟通里，我「独处一整天后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-084-ee976975","L1","L1-04","作息","我「月底钱有点紧」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-081-d835e4cb","L1","L1-04","作息","如果只能选一个更贴近的：我「独处一整天后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-082-1e501709","L1","L1-04","作息","最近这段时间，我「独处一整天后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-095-062048c9","L1","L1-04","作息","在我们家沟通里，我「连续上班很累」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-108-1196e4f4","L1","L1-04","作息","我「网购到货很开心」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-109-79072e08","L1","L1-04","作息","如果只能选一个更贴近的：我「网购到货很开心」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-106-e0496f23","L1","L1-04","作息","最近这段时间，我「刚拒绝一个社交邀请」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-107-ebb079b7","L1","L1-04","作息","在我们家沟通里，我「刚拒绝一个社交邀请」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-110-547b5a5a","L1","L1-04","作息","最近这段时间，我「网购到货很开心」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-113-f3debca9","L1","L1-04","作息","如果只能选一个更贴近的：我「看牙医或体检前后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-114-f7ea343d","L1","L1-04","作息","最近这段时间，我「看牙医或体检前后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-111-0639c990","L1","L1-04","作息","在我们家沟通里，我「网购到货很开心」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-112-3f861e71","L1","L1-04","作息","我「看牙医或体检前后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-105-d79cf461","L1","L1-04","作息","如果只能选一个更贴近的：我「刚拒绝一个社交邀请」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-098-0cefa578","L1","L1-04","作息","最近这段时间，我「周末想宅在家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-099-965f8cc0","L1","L1-04","作息","在我们家沟通里，我「周末想宅在家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-096-7c135b7b","L1","L1-04","作息","我「周末想宅在家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-097-edf5ceba","L1","L1-04","作息","如果只能选一个更贴近的：我「周末想宅在家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-100-8cb1f3d7","L1","L1-04","作息","我「周末被临时叫回家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-103-a2d329c9","L1","L1-04","作息","在我们家沟通里，我「周末被临时叫回家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-104-e8fd98a3","L1","L1-04","作息","我「刚拒绝一个社交邀请」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-101-d8eb13a5","L1","L1-04","作息","如果只能选一个更贴近的：我「周末被临时叫回家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-102-2db97ed7","L1","L1-04","作息","最近这段时间，我「周末被临时叫回家」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-075-c8e58a7e","L1","L1-04","作息","在我们家沟通里，我「早上起不来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-048-79a68e43","L1","L1-04","作息","我「计划被雨天打乱」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-049-1c587fcc","L1","L1-04","作息","如果只能选一个更贴近的：我「计划被雨天打乱」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-046-9b7142a3","L1","L1-04","作息","最近这段时间，我「和同事发生小摩擦后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-047-7a5849d7","L1","L1-04","作息","在我们家沟通里，我「和同事发生小摩擦后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-050-2611c770","L1","L1-04","作息","最近这段时间，我「计划被雨天打乱」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-053-6feb6f56","L1","L1-04","作息","如果只能选一个更贴近的：我「熬夜赶东西」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-054-d72c15ed","L1","L1-04","作息","最近这段时间，我「熬夜赶东西」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-051-73d0174d","L1","L1-04","作息","在我们家沟通里，我「计划被雨天打乱」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-052-c36ac6b8","L1","L1-04","作息","我「熬夜赶东西」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-045-26818dac","L1","L1-04","作息","如果只能选一个更贴近的：我「和同事发生小摩擦后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-038-018c1518","L1","L1-04","作息","最近这段时间，我「生病不太舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-039-efb13cfb","L1","L1-04","作息","在我们家沟通里，我「生病不太舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-036-628ca331","L1","L1-04","作息","我「生病不太舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-037-4d7bd698","L1","L1-04","作息","如果只能选一个更贴近的：我「生病不太舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-040-68f61d4e","L1","L1-04","作息","我「刷到让自己emo的内容」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-043-103269aa","L1","L1-04","作息","在我们家沟通里，我「刷到让自己emo的内容」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-044-2b1f2ec9","L1","L1-04","作息","我「和同事发生小摩擦后」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-041-f96185e4","L1","L1-04","作息","如果只能选一个更贴近的：我「刷到让自己emo的内容」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-042-dd57a3da","L1","L1-04","作息","最近这段时间，我「刷到让自己emo的内容」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-055-c7042baf","L1","L1-04","作息","在我们家沟通里，我「熬夜赶东西」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-068-9d18f6b7","L1","L1-04","作息","我「换季容易不舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-069-0f5c1928","L1","L1-04","作息","如果只能选一个更贴近的：我「换季容易不舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-066-f98d5177","L1","L1-04","作息","最近这段时间，我「突然收到坏消息」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-067-f6c1bedd","L1","L1-04","作息","在我们家沟通里，我「突然收到坏消息」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-070-be508cb5","L1","L1-04","作息","最近这段时间，我「换季容易不舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-073-6a8164a8","L1","L1-04","作息","如果只能选一个更贴近的：我「早上起不来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-074-5e32080b","L1","L1-04","作息","最近这段时间，我「早上起不来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-071-01ac2de0","L1","L1-04","作息","在我们家沟通里，我「换季容易不舒服」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-072-fe6dbf6f","L1","L1-04","作息","我「早上起不来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-065-88d2067e","L1","L1-04","作息","如果只能选一个更贴近的：我「突然收到坏消息」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-058-3a5ccbf8","L1","L1-04","作息","最近这段时间，我「刚结束一段忙碌」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-059-361bf71f","L1","L1-04","作息","在我们家沟通里，我「刚结束一段忙碌」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-056-ec75c3bc","L1","L1-04","作息","我「刚结束一段忙碌」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-057-8ce4a90e","L1","L1-04","作息","如果只能选一个更贴近的：我「刚结束一段忙碌」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-060-2ea3b955","L1","L1-04","作息","我「一个人在外吃饭」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-063-9f95fae1","L1","L1-04","作息","在我们家沟通里，我「一个人在外吃饭」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-064-6e15e18d","L1","L1-04","作息","我「突然收到坏消息」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-061-dd41f1bb","L1","L1-04","作息","如果只能选一个更贴近的：我「一个人在外吃饭」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-062-1dec2d63","L1","L1-04","作息","最近这段时间，我「一个人在外吃饭」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-05-011-99e78df3","L1","L1-05","消费|习惯","在我们家沟通里，如果我「请朋友吃饭」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-012-91e57047","L1","L1-05","消费|习惯","如果我「为穿搭或外观花钱」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-009-b76e5963","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「请朋友吃饭」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-010-a1a1b8df","L1","L1-05","消费|习惯","最近这段时间，如果我「请朋友吃饭」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-013-89433678","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「为穿搭或外观花钱」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-016-98f86f90","L1","L1-05","消费|习惯","如果我「换手机或数码产品」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-017-4ad37299","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「换手机或数码产品」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-014-80b8d072","L1","L1-05","消费|习惯","最近这段时间，如果我「为穿搭或外观花钱」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-015-f90a50af","L1","L1-05","消费|习惯","在我们家沟通里，如果我「为穿搭或外观花钱」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-008-86999379","L1","L1-05","消费|习惯","如果我「请朋友吃饭」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-001-dc7d3908","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「和朋友平摊聚餐」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-002-34efb65e","L1","L1-05","消费|习惯","最近这段时间，如果我「和朋友平摊聚餐」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-04-155-a3b2f91c","L1","L1-04","作息","在我们家沟通里，我「被临时安排加班」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-05-000-598a0229","L1","L1-05","消费|习惯","如果我「和朋友平摊聚餐」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-003-75cd20fe","L1","L1-05","消费|习惯","在我们家沟通里，如果我「和朋友平摊聚餐」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-006-0291a3a3","L1","L1-05","消费|习惯","最近这段时间，如果我「报一个兴趣班或课程」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-007-447582fb","L1","L1-05","消费|习惯","在我们家沟通里，如果我「报一个兴趣班或课程」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-004-a92fedda","L1","L1-05","消费|习惯","如果我「报一个兴趣班或课程」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-005-d78a66e5","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「报一个兴趣班或课程」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-018-d1fe0c57","L1","L1-05","消费|习惯","最近这段时间，如果我「换手机或数码产品」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-031-3ba0d291","L1","L1-05","消费|习惯","在我们家沟通里，如果我「订阅会员或工具」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-032-41208ee1","L1","L1-05","消费|习惯","如果我「搬家相关开销」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-029-9b6d60e5","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「订阅会员或工具」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-030-1954ffc0","L1","L1-05","消费|习惯","最近这段时间，如果我「订阅会员或工具」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-033-2833cf09","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「搬家相关开销」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-036-51002a63","L1","L1-05","消费|习惯","如果我「旅行花一笔预算」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-037-5db253f4","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「旅行花一笔预算」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-034-7a60234c","L1","L1-05","消费|习惯","最近这段时间，如果我「搬家相关开销」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-035-bfc69e48","L1","L1-05","消费|习惯","在我们家沟通里，如果我「搬家相关开销」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-028-3cc4345f","L1","L1-05","消费|习惯","如果我「订阅会员或工具」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-021-bc2d5371","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「买一件非必需但很喜欢的东西」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-022-440dd921","L1","L1-05","消费|习惯","最近这段时间，如果我「买一件非必需但很喜欢的东西」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-019-88279d24","L1","L1-05","消费|习惯","在我们家沟通里，如果我「换手机或数码产品」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-020-adbe198e","L1","L1-05","消费|习惯","如果我「买一件非必需但很喜欢的东西」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-023-18f25532","L1","L1-05","消费|习惯","在我们家沟通里，如果我「买一件非必需但很喜欢的东西」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-026-345f9a1c","L1","L1-05","消费|习惯","最近这段时间，如果我「为情绪价值买单」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-027-09c14910","L1","L1-05","消费|习惯","在我们家沟通里，如果我「为情绪价值买单」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-024-bf64a0fb","L1","L1-05","消费|习惯","如果我「为情绪价值买单」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-05-025-34035994","L1","L1-05","消费|习惯","如果只能选一个更贴近的：如果我「为情绪价值买单」，我更希望你们的第一反应是？","先问问我为什么喜欢","相信我有预算概念","提醒即可，别否定","一起看看值不值得","curious|trust|soft|discuss","normal"
"L1-L1-04-154-cf841791","L1","L1-04","作息","最近这段时间，我「被临时安排加班」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-127-3c1c744c","L1","L1-04","作息","在我们家沟通里，我「发工资后几天」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-128-b33b199b","L1","L1-04","作息","我「旅行在路上」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-125-c2708f15","L1","L1-04","作息","如果只能选一个更贴近的：我「发工资后几天」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-126-bdb05505","L1","L1-04","作息","最近这段时间，我「发工资后几天」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-129-35604281","L1","L1-04","作息","如果只能选一个更贴近的：我「旅行在路上」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-132-8df21646","L1","L1-04","作息","我「约会或社交后回来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-133-8e7c0b07","L1","L1-04","作息","如果只能选一个更贴近的：我「约会或社交后回来」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-130-15f46471","L1","L1-04","作息","最近这段时间，我「旅行在路上」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
"L1-L1-04-131-f5ab9397","L1","L1-04","作息","在我们家沟通里，我「旅行在路上」时，你们怎样做会让我舒服一点？","先别追问原因","发一句「我在」","给我留点吃的或热水","等我主动开口再聊","space|checkin|practical|listen","normal"
